Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19
11/01/2021;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2980;318;1781
11/01/2021;Hospitalización convencional;9;CATALUÑA;25;Lleida;1021;133;663
11/01/2021;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1312;214;668
11/01/2021;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;33;65
11/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;126;43;56
11/01/2021;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;38;11;5
11/01/2021;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;217;32;86
11/01/2021;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;210;26;101
11/01/2021;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;10;4;3
11/01/2021;U. Críticas SIN respirador;12;GALICIA;32;Ourense;37;0;9
11/01/2021;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
12/01/2021;Hospitalización convencional;2;ARAGÓN;22;Huesca;592;45;351
12/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;9;Burgos;1109;66;556
12/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;325;66;173
12/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;19;9;1
12/01/2021;U. Críticas CON respirador;15;NAVARRA;31;Navarra;113;13;52
12/01/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;6;6;0
13/01/2021;Hospitalización convencional;12;GALICIA;27;Lugo;1124;29;646
13/01/2021;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;32;64
13/01/2021;U. Críticas CON respirador;6;CANTABRIA;39;Cantabria;100;24;28
13/01/2021;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;72;1;13
13/01/2021;U. Críticas SIN respirador;11;EXTREMADURA;6;Badajoz;18;0;0
10/02/2021;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;9;5;4
10/02/2021;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0
11/02/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;34;Palencia;480;166;184
11/02/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;1009;117;496
11/02/2021;Hospitalización convencional;11;EXTREMADURA;6;Badajoz;1746;150;856
11/02/2021;U. Críticas CON respirador;1;ANDALUCÍA;4;Almería;170;81;2
11/02/2021;U. Críticas CON respirador;2;ARAGÓN;44;Teruel;8;7;0
11/02/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;112;52;20
11/02/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
12/02/2021;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1563;228;757
12/02/2021;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2980;422;1693
12/02/2021;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3043;200;1759
12/02/2021;Hospitalización convencional;18;CEUTA;51;Ceuta;183;19;69
12/02/2021;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;283;127;41
12/02/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;19;15;3
12/02/2021;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;0;12
13/02/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;27;16;7
13/02/2021;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;955;476;297
13/02/2021;U. Críticas CON respirador;9;CATALUÑA;17;Girona;79;41;23
14/02/2021;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2621;216;1630
14/02/2021;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5308;913;2664
14/02/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;7;2;3
14/02/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;18;0;11
14/02/2021;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;58;19;6
14/02/2021;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;2;3
15/02/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;24;León;1431;249;663
15/02/2021;Hospitalización convencional;9;CATALUÑA;8;Barcelona;17965;2198;12514
15/02/2021;U. Críticas SIN respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;20;1;12
16/02/2021;Hospitalización convencional;9;CATALUÑA;25;Lleida;1056;124;681
16/02/2021;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;750;77;389
16/02/2021;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;44;30
16/02/2021;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;50;0;1
17/02/2021;Hospitalización convencional;1;ANDALUCÍA;18;Granada;2156;313;934
17/02/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;19;Guadalajara;353;82;182
17/02/2021;Hospitalización convencional;12;GALICIA;36;Pontevedra;2308;175;1437
17/02/2021;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;118;64;15
17/02/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;18;7;2
17/02/2021;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;16;3;13
18/02/2021;Hospitalización convencional;2;ARAGÓN;22;Huesca;591;28;330
18/02/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;45;Toledo;1691;190;689
18/02/2021;U. Críticas CON respirador;1;ANDALUCÍA;4;Almería;170;71;4
18/02/2021;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;211;102;35
18/02/2021;U. Críticas CON respirador;2;ARAGÓN;50;Zaragoza;180;68;64
18/02/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;108;50;23
18/02/2021;U. Críticas SIN respirador;1;ANDALUCÍA;23;Jaén;67;9;4
18/02/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;47;Valladolid;10;0;4
19/02/2021;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1305;167;594
19/02/2021;Hospitalización convencional;1;ANDALUCÍA;21;Huelva;881;72;385
19/02/2021;Hospitalización convencional;16;PAÍS VASCO;1;Araba/Álava;619;65;406
19/02/2021;U. Críticas CON respirador;1;ANDALUCÍA;41;Sevilla;310;99;88
19/02/2021;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;283;124;34
19/02/2021;U. Críticas CON respirador;6;CANTABRIA;39;Cantabria;108;26;30
19/02/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;19;10;3
19/02/2021;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;292;90;58
19/02/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;10;4;0
19/02/2021;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;65;18;20
19/02/2021;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0
20/02/2021;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1178;145;539
20/02/2021;Hospitalización convencional;1;ANDALUCÍA;41;Sevilla;3527;297;2226
20/02/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;9;Burgos;1086;68;511
20/02/2021;U. Críticas CON respirador;1;ANDALUCÍA;18;Granada;238;99;32
20/02/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;27;14;7
20/02/2021;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;182;42;57
20/02/2021;U. Críticas SIN respirador;2;ARAGÓN;22;Huesca;0;0;0
22/12/2020;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;57;0;2
22/12/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;21;1;9
22/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;42;Soria;0;0;0
22/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;47;Valladolid;14;0;3
23/12/2020;Hospitalización convencional;9;CATALUÑA;8;Barcelona;17563;1689;11722
23/12/2020;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2641;296;1568
23/12/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;2;Albacete;40;7;17
24/12/2020;Hospitalización convencional;1;ANDALUCÍA;18;Granada;1832;134;773
24/12/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;325;4;158
24/12/2020;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;19;66
24/12/2020;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;33;42
24/12/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;19;1;8
24/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;42;Soria;0;0;0
24/12/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;5;2;0
24/12/2020;U. Críticas SIN respirador;14;MURCIA;30;Murcia;181;10;14
24/12/2020;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;2
25/12/2020;Hospitalización convencional;9;CATALUÑA;8;Barcelona;17290;1679;11083
25/12/2020;Hospitalización convencional;9;CATALUÑA;17;Girona;2103;228;1195
25/12/2020;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2640;300;1538
25/12/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;177;29;50
25/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;133;46;41
25/12/2020;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;207;31;90
25/12/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;2;Albacete;40;9;20
25/12/2020;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;12;1;11
25/12/2020;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;10;2;0
25/12/2020;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;0;7
25/12/2020;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
26/12/2020;Hospitalización convencional;1;ANDALUCÍA;18;Granada;1832;139;814
26/12/2020;Hospitalización convencional;1;ANDALUCÍA;41;Sevilla;2383;72;1153
26/12/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;45;Toledo;1411;191;654
26/12/2020;U. Críticas CON respirador;1;ANDALUCÍA;4;Almería;60;11;4
26/12/2020;U. Críticas CON respirador;2;ARAGÓN;44;Teruel;8;3;1
26/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;19;8;0
26/12/2020;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;23;47
26/12/2020;U. Críticas CON respirador;15;NAVARRA;31;Navarra;113;20;43
26/12/2020;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;32;35
26/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
26/12/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;5;1;0
27/12/2020;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2927;219;1405
27/12/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;175;32;58
27/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;40;16;5
27/12/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;38;14;8
27/12/2020;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;254;30;98
27/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
27/12/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;72;0;9
28/12/2020;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1552;99;795
28/12/2020;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;94;21;40
28/12/2020;U. Críticas CON respirador;4;ISLAS BALEARES;7;Balears, Illes;238;79;66
28/12/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;2;Albacete;44;15;9
28/12/2020;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;1;2
28/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
29/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;40;18;4
29/12/2020;U. Críticas CON respirador;19;MELILLA;52;Melilla;12;3;1
30/12/2020;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1552;98;714
30/12/2020;Hospitalización convencional;1;ANDALUCÍA;21;Huelva;874;25;325
30/12/2020;Hospitalización convencional;3;ASTURIAS;33;Asturias;3136;178;1491
30/12/2020;Hospitalización convencional;15;NAVARRA;31;Navarra;1736;83;886
30/12/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;95;33;15
30/12/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;7;8
31/12/2020;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;1009;104;348
31/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;40;18;4
31/12/2020;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;57;8;18
31/12/2020;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;2;10
18/12/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;34;Palencia;432;69;233
18/12/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;16;Cuenca;372;13;155
18/12/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;19;Guadalajara;343;31;201
18/12/2020;Hospitalización convencional;12;GALICIA;15;Coruña, A;3257;116;1773
18/12/2020;Hospitalización convencional;14;MURCIA;30;Murcia;3485;149;2053
18/12/2020;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;183;43;41
18/12/2020;U. Críticas CON respirador;1;ANDALUCÍA;18;Granada;212;50;43
18/12/2020;U. Críticas CON respirador;1;ANDALUCÍA;29;Málaga;232;25;81
18/12/2020;U. Críticas CON respirador;2;ARAGÓN;22;Huesca;29;7;2
18/12/2020;U. Críticas CON respirador;13;MADRID;28;Madrid;1033;302;441
18/12/2020;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;0;6
18/12/2020;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0
19/12/2020;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3040;258;1838
19/12/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;42;Soria;286;14;133
19/12/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;980;71;516
19/12/2020;Hospitalización convencional;12;GALICIA;32;Ourense;998;35;699
19/12/2020;U. Críticas CON respirador;2;ARAGÓN;50;Zaragoza;178;44;64
19/12/2020;U. Críticas CON respirador;12;GALICIA;27;Lugo;76;7;19
19/12/2020;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;2
19/12/2020;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;1
20/12/2020;Hospitalización convencional;14;MURCIA;30;Murcia;3485;166;2091
20/12/2020;U. Críticas CON respirador;9;CATALUÑA;17;Girona;77;40;18
20/12/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;299;86;100
20/12/2020;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;0;3
21/12/2020;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3032;296;1861
21/12/2020;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;750;39;479
21/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;24;5;5
21/12/2020;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;57;1;1
21/12/2020;U. Críticas SIN respirador;2;ARAGÓN;44;Teruel;0;0;0
21/12/2020;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;1;2
21/12/2020;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0
22/12/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;386;23;215
22/12/2020;Hospitalización convencional;9;CATALUÑA;8;Barcelona;17672;1816;12337
22/12/2020;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2656;263;1686
22/12/2020;U. Críticas CON respirador;1;ANDALUCÍA;21;Huelva;41;9;12
22/12/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;45;Toledo;92;23;22
22/12/2020;U. Críticas CON respirador;9;CATALUÑA;17;Girona;75;37;18
22/12/2020;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
22/12/2020;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;1;5
23/12/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2469;122;1241
23/12/2020;Hospitalización convencional;1;ANDALUCÍA;18;Granada;1832;141;875
23/12/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;37;Salamanca;679;31;494
23/12/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;325;4;158
23/12/2020;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;750;41;426
23/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;24;6;6
23/12/2020;U. Críticas SIN respirador;2;ARAGÓN;44;Teruel;0;0;0
23/12/2020;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;50;0;6
23/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;49;Zamora;0;0;0
23/12/2020;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0
23/12/2020;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;2
24/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;133;45;47
24/12/2020;U. Críticas SIN respirador;1;ANDALUCÍA;4;Almería;59;0;16
24/12/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;2;Albacete;40;8;18
24/12/2020;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;0;10
25/12/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2469;127;1160
25/12/2020;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;32;35
25/12/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;18;0;5
25/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
25/12/2020;U. Críticas SIN respirador;14;MURCIA;30;Murcia;181;12;15
25/12/2020;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;2
26/12/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1091;132;423
26/12/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;29;50
26/12/2020;U. Críticas CON respirador;6;CANTABRIA;39;Cantabria;100;23;55
26/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;127;46;39
14/01/2021;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1174;167;580
14/01/2021;Hospitalización convencional;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;4236;1233;1911
14/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;4;Almería;122;51;7
14/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;17;6;3
14/01/2021;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;2;3
14/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
15/01/2021;U. Críticas CON respirador;14;MURCIA;30;Murcia;325;73;62
15/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;11;Cádiz;36;0;7
15/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;37;Salamanca;5;0;0
15/01/2021;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;72;1;11
16/01/2021;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;272;64;44
16/01/2021;U. Críticas CON respirador;4;ISLAS BALEARES;7;Balears, Illes;256;120;60
16/01/2021;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;56;25;11
16/01/2021;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;4;3
17/01/2021;Hospitalización convencional;12;GALICIA;36;Pontevedra;2315;162;1385
17/01/2021;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;130;67;35
17/01/2021;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;130;44;25
17/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;11;Cádiz;36;0;3
17/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;19;0;8
18/01/2021;Hospitalización convencional;12;GALICIA;15;Coruña, A;3242;390;1932
18/01/2021;Hospitalización convencional;15;NAVARRA;31;Navarra;1780;124;1084
18/01/2021;Hospitalización convencional;16;PAÍS VASCO;1;Araba/Álava;628;74;426
18/01/2021;U. Críticas CON respirador;13;MADRID;28;Madrid;1134;538;398
18/01/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;6;10
18/01/2021;U. Críticas SIN respirador;9;CATALUÑA;17;Girona;0;0;0
18/01/2021;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;27;14;8
18/01/2021;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0
19/01/2021;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1303;204;639
19/01/2021;Hospitalización convencional;2;ARAGÓN;44;Teruel;404;80;182
19/01/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;1019;211;529
19/01/2021;Hospitalización convencional;11;EXTREMADURA;6;Badajoz;1965;426;962
19/01/2021;U. Críticas CON respirador;5;ISLAS CANARIAS;35;Palmas, Las;213;36;66
19/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;93;33;25
19/01/2021;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;136;71;36
19/01/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;92;39;23
19/01/2021;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;130;50;33
19/01/2021;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;7;5
19/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;19;0;6
20/01/2021;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2529;100;1763
20/01/2021;Hospitalización convencional;12;GALICIA;15;Coruña, A;3246;414;1898
20/01/2021;U. Críticas CON respirador;8;CASTILLA LA MANCHA;16;Cuenca;30;4;3
20/01/2021;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;2;0;0
20/01/2021;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;0;9
21/01/2021;Hospitalización convencional;5;ISLAS CANARIAS;35;Palmas, Las;2461;148;1698
21/01/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;1024;237;481
21/01/2021;Hospitalización convencional;12;GALICIA;32;Ourense;1079;143;698
21/01/2021;U. Críticas CON respirador;2;ARAGÓN;50;Zaragoza;181;63;63
21/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;80;29;21
21/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;30;0;1
21/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;9;Burgos;21;9;3
21/01/2021;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;72;32;13
22/01/2021;Hospitalización convencional;13;MADRID;28;Madrid;16480;3918;9528
22/01/2021;Hospitalización convencional;14;MURCIA;30;Murcia;3574;873;1563
22/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;21;Huelva;45;15;12
22/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;29;Málaga;258;82;61
22/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;9;Burgos;82;18;16
22/01/2021;U. Críticas CON respirador;9;CATALUÑA;17;Girona;79;51;16
22/01/2021;U. Críticas CON respirador;9;CATALUÑA;25;Lleida;42;30;9
22/01/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;390;268;56
22/01/2021;U. Críticas SIN respirador;6;CANTABRIA;39;Cantabria;22;1;1
23/01/2021;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3055;430;1701
23/01/2021;Hospitalización convencional;5;ISLAS CANARIAS;35;Palmas, Las;2465;138;1633
23/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;42;Soria;291;54;124
23/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;80;32;19
01/12/2020;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;12;2;10
02/12/2020;Hospitalización convencional;2;ARAGÓN;22;Huesca;591;65;299
02/12/2020;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2926;318;1696
02/12/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;45;Toledo;1456;221;816
02/12/2020;U. Críticas CON respirador;1;ANDALUCÍA;4;Almería;116;41;6
02/12/2020;U. Críticas CON respirador;2;ARAGÓN;44;Teruel;8;2;0
02/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;19;13;1
02/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;5;Ávila;0;0;0
02/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
02/12/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;72;1;15
03/12/2020;Hospitalización convencional;1;ANDALUCÍA;41;Sevilla;3351;167;2264
03/12/2020;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2926;305;1688
03/12/2020;Hospitalización convencional;12;GALICIA;27;Lugo;981;20;504
03/12/2020;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;291;129;31
03/12/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;38;18;6
03/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;5;Ávila;0;0;0
03/12/2020;U. Críticas SIN respirador;13;MADRID;28;Madrid;152;0;26
04/12/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;4133;277;2215
04/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;18;7;1
04/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;40;15;6
04/12/2020;U. Críticas CON respirador;15;NAVARRA;31;Navarra;118;29;45
04/12/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;1;8
04/12/2020;U. Críticas SIN respirador;9;CATALUÑA;8;Barcelona;227;38;113
04/12/2020;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;2
05/12/2020;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;3;9
05/12/2020;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;2;0
05/12/2020;U. Críticas CON respirador;19;MELILLA;52;Melilla;12;3;0
05/12/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;1;11
06/12/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;47;Valladolid;1242;146;636
