CCN;CODCNH;Nombre Centro;Tipo Vía;Nombre Vía;Número Vía;Teléfono Principal;Cód. Municipio;Municipio;Cód. Provincia;Provincia;Cód. CCAA;CCAA;Código Postal;CAMAS;Cód. Clase de Centro;Clase de Centro;Cód. Dep. Funcional;Dependencia Funcional;Forma parte Complejo;CODIDCOM;Nombre del Complejo;ALTA;Email
0908005170;080327;HOSPITAL DE NENS DE BARCELONA;Calle;Consell De Cent;437;932310512;080193;Barcelona;08;Barcelona;09;Cataluña;08009;18;C12;Hospitales especializados;20;Privados;N;;;N;informaco@hospitaldenens.com
0908005173;080333;INSTITUT GUTTMANN;Camino;Can Ruti;S/N;934977700;080155;Badalona;08;Barcelona;09;Cataluña;08916;152;C12;Hospitales especializados;20;Privados;N;;;N;gerencia@guttmann.com
0908005136;080351;HESTIA PALAU.;Calle;Sant Antoni Maria Claret ,;135;934501819;080193;Barcelona;08;Barcelona;09;Cataluña;08025;317;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;secretaria@csspalau.com
0908005141;080543;HESTIA DURAN I REYNALS;Avenida;Gran  Via;203;934170400;081017;Hospitalet de Llobregat, L';08;Barcelona;09;Cataluña;08908;428;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;direccio@fssbcn.org
0908005146;080556;SERVEIS CLINICS, S.A.;Calle;Garcia Mariño;4;934174602;080193;Barcelona;08;Barcelona;09;Cataluña;08022;50;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;administracion@serviciosclinicos.com
0908005147;080575;CLINICA COROLEU - SSR HESTIA.;Calle;Coroleu;50;931165500;080193;Barcelona;08;Barcelona;09;Cataluña;08030;74;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;rosa.pujol@hestiaalliance.org
0908005157;080641;CLINICA PLANAS;Calle;Pere Ii De Montcada;16;932032812;080193;Barcelona;08;Barcelona;09;Cataluña;08034;26;C12;Hospitales especializados;20;Privados;N;;;N;doctor@clinica-planas.com
0908005178;080728;CLINICA NOSTRA SENYORA DE GUADALUPE;Calle;Francesc Moragas;2;934702970;080771;Esplugues de Llobregat;08;Barcelona;09;Cataluña;08950;159;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;chcasas@clinicansguadalupe.com
0908005182;080787;FUNDACIO SANITARIA SANT JOSEP;Calle;Carme  Verdaguer;56;938032650;081022;Igualada;08;Barcelona;09;Cataluña;08700;145;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;info@fssj.es
0908005186;080832;CLINICA SANT JOSEP;Calle;Caputxins;16;938744050;081136;Manresa;08;Barcelona;09;Cataluña;08241;95;C11;Hospitales Generales;20;Privados;N;;;N;clinicasantjosep@althaia.cat / cimetir@a
0908005185;080850;CENTRE HOSPITALARI.;Avenida;Bases De Manresa;6-8;938732550;081136;Manresa;08;Barcelona;09;Cataluña;08242;309;C11;Hospitales Generales;20;Privados;N;;;N;chucm@chucm.org
0908005187;080885;GERMANES HOSPITALARIES. HOSPITAL SAGRAT COR.;Avenida;Comte De Llobregat;117;937752200;081141;Martorell;08;Barcelona;09;Cataluña;08760;488;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;scormart@comb.es
0908005189;080930;CENTRE MEDIC MOLINS, SL;Paseo;Del Terraple;97;936680004;081234;Molins de Rei;08;Barcelona;09;Cataluña;08750;177;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;lluisplanas@clinicademolinsderei.com
0908005192;080977;BENITO MENNI,COMPLEX ASSISTENCIAL EN SALUT MENTAL.;Calle;Dr. Antoni Pujadas;38;936402400;082009;Sant Boi de Llobregat;08;Barcelona;09;Cataluña;08830;774;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;hospital@hsc-bmennibcn.org
0908005193;080983;PARC SANITARI SANT JOAN DE DEU - RECINTE SANT BOI.;Calle;Dr. Antoni Pujadas;42;936406350;082009;Sant Boi de Llobregat;08;Barcelona;09;Cataluña;08830;1065;C11;Hospitales Generales;20;Privados;N;;;N;mvalencia@pssjd.org
0908005194;081000;HOSPITAL DE SANT CELONI.;Avenida;De L'Hospital;19;938670617;082021;Sant Celoni;08;Barcelona;09;Cataluña;08470;100;C11;Hospitales Generales;20;Privados;N;;;N;secretaria@hsceloni.es
0908005195;081022;CASAL DE CURACIO;Calle;Maria Vidal;19;937590241;082191;Vilassar de Mar;08;Barcelona;09;Cataluña;08340;81;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;curacio@suport.org
0908005197;081069;FUNDACIO HOSPITAL DE L'ESPERIT SANT;Avenida;Mossen Josep Pons I Robada;S/N;933869648;082457;Santa Coloma de Gramenet;08;Barcelona;09;Cataluña;08923;177;C11;Hospitales Generales;20;Privados;N;;;N;mesteva@hes.scs.es / hesperitsant@hes.sc
0535000323;350115;HOSPITAL SAN JOSE;Calle;Padre Cueto;26;928263708;350167;Palmas de Gran Canaria, Las;35;Palmas, Las;05;Canarias;35008;66;C11;Hospitales Generales;20;Privados;N;;;N;clinicasanjose_lascanteras@hotmail.com
0535000688;350265;QUINTA MEDICA DE REPOSO;Camino;Palma Romero;7;928640050;350213;Santa Brígida;35;Palmas, Las;05;Canarias;35300;78;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;gerencia@quintamedica.com
0908005202;081115;CLINICA SANT JOSEP;Calle;Sant Segimon;3;938861700;082981;Vic;08;Barcelona;09;Cataluña;08500;21;C11;Hospitales Generales;20;Privados;N;;;N;administracio@clinicasjv.com
0908005203;081120;HOSPITAL DE LA SANTA CREU;Rambla;Hospital;52;938833300;082981;Vic;08;Barcelona;09;Cataluña;08500;127;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;sjuridica@chv.cat
0535001550;350192;CLINICA BANDAMA;Calle;Santa Teresa;9;928350050;350167;Palmas de Gran Canaria, Las;35;Palmas, Las;05;Canarias;35017;64;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;bandama@clinicabandama.com
0908005215;081192;CENTRE SOCIOSANITARI CAN TORRAS;Carretera;El Masnou A Alella;1;935551994;080039;Alella;08;Barcelona;09;Cataluña;08328;119;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;jm.cuartero@fsfa.cat
0908005213;081228;PRYTANIS SANT BOI CENTRE SOCIOSANITARI;Calle;Josep Torras I Bages;55;936300931;082009;Sant Boi de Llobregat;08;Barcelona;09;Cataluña;08830;122;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;prytanis@prytanisresidencial.es
0908005212;081234;CENTRE SOCIOSANITARI VERGE DEL PUIG;Calle;Campins;37;938673995;082021;Sant Celoni;08;Barcelona;09;Cataluña;08470;40;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;residencia@hsceloni.cat
0535002081;350390;CLINICA JORGANI;Calle;Avda. Islas Canarias;5;928346868;350249;Teguise;35;Palmas, Las;05;Canarias;35508;11;C190;Otros Centros con Internamiento;20;Privados;N;;;N;recepcion@cmjorgani.com
0908005219;081287;RESIDENCIA L'ESTADA;Camino;De La Masia;S/N;937926612;081976;Sant Andreu de Llavaneres;08;Barcelona;09;Cataluña;08392;60;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;estada@lestada.com
0908005218;081304;RESIDENCIA PUIG-REIG;Calle;Llobregat;75;938380045;081751;Puig-reig;08;Barcelona;09;Cataluña;08692;30;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;cassbenefica2@logiccontrol.es
0908005220;081311;RESIDENCIA SANTA SUSANNA;Calle;Font I Boet;16;938654994;080333;Caldes de Montbui;08;Barcelona;09;Cataluña;08140;64;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;aros@fundaciostasusanna.cat
0908005221;081350;CENTRE POLIVALENT CAN FOSC;Carretera;De Llerona;S/N;938432786;080057;Ametlla del Vallès, L';08;Barcelona;09;Cataluña;08480;56;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;vbonet@fundaciovallparadis.es
0908005225;081379;HOSPITAL SOCIOSANITARI MUTUAM GUELL;Calle;Mare De Deu De La Salut;49;932133400;080193;Barcelona;08;Barcelona;09;Cataluña;08024;167;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;mutuam@mutuam.com
0908005227;081402;MUTUA DE GRANOLLERS, MUTUA DE PREVISIO SOCIAL A PRIMA FIXA;Plaza;Pau Casals;S/N;938708099;080961;Granollers;08;Barcelona;09;Cataluña;08402;20;C11;Hospitales Generales;20;Privados;N;;;N;rblanch@mutua.org
0908005232;081483;SAR MONT MARTI;Carretera;Casserres (Abans Po. La Sala S/N);1;938290138;081751;Puig-reig;08;Barcelona;09;Cataluña;08692;20;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;direccion.montmarti@domusvi.es
0908005234;081496;REGINA SAR;Calle;Mare De Deu Del Coll;22;932848635;080193;Barcelona;08;Barcelona;09;Cataluña;08023;12;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;direccion.regina@sarquavitae.es
0908005239;081537;CENTRE VALLPARADIS;Calle;Sant Antoni;52;937365030;082798;Terrassa;08;Barcelona;09;Cataluña;08221;81;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;gerenciamutua@mutuaterrassa.es
0908005236;081568;ITA MARESME;Calle;Baro De Viver;58;937530062;080095;Argentona;08;Barcelona;09;Cataluña;08310;77;C12;Hospitales especializados;20;Privados;N;;;N;itacat@itacat.com
0908005238;081574;CLINICA LLURIA;Pasaje;Mercader;14;934882142;080193;Barcelona;08;Barcelona;09;Cataluña;08008;40;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;clinicalluria@cpbssm.org
0908005241;081593;PARC SANITARI SANT JOAN DE DEU - NUMANCIA;Calle;Numancia;7-13;933249600;080193;Barcelona;08;Barcelona;09;Cataluña;08029;159;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;upps@pssjd.org
0908005243;081605;PRYTANIS HOSPITALET CENTRE SOCIOSANITARI;Calle;Aprestadora;43-45;932988090;081017;Hospitalet de Llobregat, L';08;Barcelona;09;Cataluña;08902;104;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;prytanis@prytanis.com
0908005226;081616;COMUNITAT TERAPEUTICA ARENYS DE MUNT;Carretera;Barri Orient  Can Zariquiey;26;937938006;080076;Arenys de Munt;08;Barcelona;09;Cataluña;08358;42;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;ctam@ctm-salutmental.com
0908005248;081661;BENITO MENNI COMPLEX ASSISTENCIAL EN SALUT MENTAL;Calle;Francesc Ribas;59;938425035;080961;Granollers;08;Barcelona;09;Cataluña;08402;30;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;hospital@hospitalbenitomenni.org
0908005252;081683;PARC SANITARI SANT JOAN DE DEU - BRIANS 1.;Carretera;De Martorell A Capellades;,;937758000;082080;Sant Esteve Sesrovires;08;Barcelona;09;Cataluña;08635;150;C11;Hospitales Generales;20;Privados;N;;;N;joodircperi.dj@gencat.cat
0908005245;081706;CENTRE COLLSEROLA MUTUAL;Paseo;Vall D'Hebron,;159;933613900;080193;Barcelona;08;Barcelona;09;Cataluña;08035;34;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;mutuam@mutuam.com
0639000462;390054;HOSPITAL SANTA CLOTILDE;Calle;General Davila;35;942211678;390759;Santander;39;Cantabria;06;Cantabria;39006;127;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;hsclotilde.gerencia@hsjd.es
0908005255;081717;CENTRE SOCIOSANITARI SARQUAVITAE SANT JORDI;Carretera;Sant Joan Despi;60;934752690;080734;Cornellà de Llobregat;08;Barcelona;09;Cataluña;08940;51;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;direccion.santjordi@sarquavitae.es
0639001300;390067;CENTRO HOSPITALARIO PADRE MENNI;Avenida;Cantabria;NÃ?Âº 52;942390060;390759;Santander;39;Cantabria;06;Cantabria;39012;403;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;gerencia@mennisant.com
0908005259;081740;SAR LA SALUT JOSEP SERVAT;Calle;Antequera,;8-18;932857512;080193;Barcelona;08;Barcelona;09;Cataluña;08024;56;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;info@sarquavitae.es
0908005265;081762;HESTIA GRACIA;Calle;Secretari Coloma;95;934170400;080193;Barcelona;08;Barcelona;09;Cataluña;08024;153;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;hestiagracia@hestiagracia.org
0908005257;081784;CENTRE SOCIOSANITARI D'ESPLUGUES;Via;Augusta;66-70;936406350;080771;Esplugues de Llobregat;08;Barcelona;09;Cataluña;08950;131;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;jcayetano@sjdsse.cat
0908005269;081830;CENTRE SOCIOSANITARI BLAUCLINIC DOLORS ALEU;Calle;Marques De Santa Anna;9;934343216;080193;Barcelona;08;Barcelona;09;Cataluña;08023;174;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;msanchez@blauclinic.cat
0908005270;081874;CLINICA GALATEA;Calle;Palafolls;15-19;932057267;080193;Barcelona;08;Barcelona;09;Cataluña;08017;22;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;info@clinica-galatea.com
0908005271;081896;CENTRE SOCIAL I SANITARI FREDERICA MONTSENY;Calle;Eslida;6-8;936473525;083015;Viladecans;08;Barcelona;09;Cataluña;08840;76;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;mgrifol@chc.cat
0908005279;081920;CENTRE INTEGRAL DE SERVEIS EN SALUT MENTAL COMUNITARIA;Calle;Verntallat;11-19;932184908;080193;Barcelona;08;Barcelona;09;Cataluña;08024;25;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;cis@arapdis.org
0908005275;081931;CENTRE SOCIOSANITARI SANT JORDI DE LA VALL D'HEBRON;Paseo;Vall D'Hebron;135-141;934280000;080193;Barcelona;08;Barcelona;09;Cataluña;08035;57;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;msanchez@blauclinic.cat
0908005272;081964;UNITAT POLIVALENT SALUT MENTAL BARCELONA-NORD;Avenida;Jorda;8;934275250;080193;Barcelona;08;Barcelona;09;Cataluña;08035;52;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;jroman.merced@hospitalarias.es
0908005283;082045;HESTIA STAUROS;Plaza;Karl Marx;1;931171074;080193;Barcelona;08;Barcelona;09;Cataluña;08042;49;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;stauros@centrestauros.org
0908005293;082112;UNITAT POLIVALENT BENITO MENNI EN SALUT MENTAL DE L'HOSPITALET-EL PRAT DE LLOBREGAT;Calle;Sant Rafael;11;936402400;081017;Hospitalet de Llobregat, L';08;Barcelona;09;Cataluña;08905;35;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;jorrit.hbmenni@hospitalarias.es
0908005290;082134;ITA MARESME;Calle;Avenir;14;933621258;080193;Barcelona;08;Barcelona;09;Cataluña;08006;56;C12;Hospitales especializados;20;Privados;N;;;N;snavarro@itacat.com
0908005298;082145;CENTRE SOCIOSANITARI DEL CENTRE INTEGRAL DE SALUT COTXERES;Avenida;Borbo;18-30;932438991;080193;Barcelona;08;Barcelona;09;Cataluña;08016;209;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;jserrat@consorci.org
0908005280;082156;CLINICA SANT ANTONI;Calle;Sant Eloi;6-8;932974010;080193;Barcelona;08;Barcelona;09;Cataluña;08038;224;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;provfig@ediho.es
0908005627;082178;HOSPITAL SOCIOSANITARI DE MOLLET;Calle;Sant Llorenç;39-41;935760300;081249;Mollet del Vallès;08;Barcelona;09;Cataluña;08100;109;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;direcciogeneral@hospitalmollet.cat
0908008299;082189;CENTRE SOCIOSANITARI ISABEL ROIG;Calle;Fernando Pessoa;47-51;931780667;080193;Barcelona;08;Barcelona;09;Cataluña;08030;251;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;cssisabelroig@blauclinic.cat
0908005675;082190;IVAN MAÑERO CLINIC;Calle;Victor Hugo;24;902401540;082055;Sant Cugat del Vallès;08;Barcelona;09;Cataluña;08174;17;C12;Hospitales especializados;20;Privados;N;;;N;imclinic@imclinic.com
0908007674;082213;CENTRE D'HOSPITALITZACIO I HOSPITAL DE DIA TRASTORNS DE LA CONDUCTA;Calle;Cires;S/N;937533006;080095;Argentona;08;Barcelona;09;Cataluña;08310;40;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;gfaus@itacat.com
0908007616;082224;SARQUAVITAE BONANOVA;Calle;Calatrava;83;932534940;080193;Barcelona;08;Barcelona;09;Cataluña;08017;28;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;ldomingo@sarquavitae.es
0908009231;082236;CENTRE LA CREUETA;Plaza;De Les Vaques;S/N;937451164;081878;Sabadell;08;Barcelona;09;Cataluña;08202;46;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;dcabre@mutuam.com
0908012300;082246;UNITAT TERAPEUTICA-EDUCATIVA ACOMPANYA'M;Calle;Jesus I Maria;18-20;932532100;080193;Barcelona;08;Barcelona;09;Cataluña;08022;30;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;mcastillo@jdhospitalbarcelona.com
0917000807;170097;CLINICA SALUS INFIRMORUM;Paseo;Mossen Lluis Constans;130;972570208;170157;Banyoles;17;Girona;09;Cataluña;17820;100;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;si.direc@teleline.es
0917000809;170118;HOSPITAL DE CAMPDEVANOL;Carretera;De Gombren;20;972730028;170366;Campdevànol;17;Girona;09;Cataluña;17530;80;C11;Hospitales Generales;20;Privados;N;;;N;gerencia@hoscamp.com
0917000819;170176;HOSPITAL D'OLOT I COMARCAL DE LA GARROTXA;Avenida;Paisos  Catalans;86;972261800;171143;Olot;17;Girona;09;Cataluña;17800;137;C11;Hospitales Generales;20;Privados;N;;;N;direccio@hospiolot.com
0917000824;170242;RESIDENCIA GERIATRICA MARIA GAY;Calle;Portal Nou;12;972205045;170792;Girona;17;Girona;09;Cataluña;17004;24;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;info.mgay@irsjg.org
0917000825;170255;CENTRE SOCIOSANITARI MUTUAM GIRONA;Avenida;França;64;972171819;170792;Girona;17;Girona;09;Cataluña;17007;90;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;mutuam@mutuam.com
0917000826;170277;CENTRE SOCIOSANITARI DE PUIGCERDA;Camino;Antic De Llivia;S/N;972880150;171411;Puigcerdà;17;Girona;09;Cataluña;17520;52;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;jcatala@hospitalpuigcerda.com
0917000827;170288;CENTRE SOCIOSANITARI BERNAT JAUME;Ronda;Rector Arolas;S/N;972501400;170669;Figueres;17;Girona;09;Cataluña;17600;121;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;hospital@hospitaldefigueres.com
0917000830;170312;CENTRE PALAMOS GENT GRAN;Calle;Provença;36;972600160;171181;Palamós;17;Girona;09;Cataluña;17230;100;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;ncomes@ssibe.cat
0925000574;250045;VITHAS HOSPITAL MONTSERRAT;Calle;Bisbe Torres;13;973266300;251207;Lleida;25;Lleida;09;Cataluña;25002;47;C11;Hospitales Generales;20;Privados;N;;;N;egean@vithas.es
0925000571;250077;CLINICA PSIQUIATRICA BELLAVISTA;Avenida;Rovira Roure;116;973231698;251207;Lleida;25;Lleida;09;Cataluña;25198;75;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;clinicabellavista@clinicabellavista.com
0925000578;250117;FUNDACIO SANT HOSPITAL.;Paseo;Joan Brudieu;8;973350050;252038;Seu d'Urgell, La;25;Lleida;09;Cataluña;25700;88;C11;Hospitales Generales;20;Privados;N;;;N;hospital@fsh.cat
0925000580;250156;ESPITAU VAL D'ARAN;Calle;Espitau,;8;973640004;252430;Vielha e Mijaran;25;Lleida;09;Cataluña;25530;31;C11;Hospitales Generales;20;Privados;N;;;N;xavig@aransalut.com
0925000582;250169;HESTIA BALAGUER.;Calle;Gregori Gallego;22-28;973450304;250404;Balaguer;25;Lleida;09;Cataluña;25600;120;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;hospitaljaumeurgell@jaumeurgell.org
0925000584;250181;CASTELL D'OLIANA RESIDENCIAL,S.L;Carretera;De Lleida A Puigcerda;.;973463030;251497;Oliana;25;Lleida;09;Cataluña;25790;20;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;ccoello@caseresidencial.es
0925000586;250209;HOSPITAL JAUME NADAL MEROLES;Calle;Academia;41;973289333;251207;Lleida;25;Lleida;09;Cataluña;25002;126;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;direccion.jnadal@sarquavitae.es
0925000587;250210;SANT JOAN DE DEU TERRES DE LLEIDA;Carretera;N-240;.;973740010;250194;Almacelles;25;Lleida;09;Cataluña;25100;29;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;almacelles@sjd-lleida.org
0925000764;250221;REEIXIR;Calle;Afores;S/N;973269543;251193;Juneda;25;Lleida;09;Cataluña;25430;44;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;apedra@comll.cat
0925000909;250232;HOSPITAL SANT JOAN DE DEU LLEIDA;Avenida;Canadenca;S/N;973740010;251207;Lleida;25;Lleida;09;Cataluña;25001;130;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;almacelles@sjd-lleida.org
0943000750;430108;CENTRE MQ REUS;Calle;Antoni Gaudi;26;977010800;431233;Reus;43;Tarragona;09;Cataluña;43203;50;C11;Hospitales Generales;20;Privados;N;;;N;dadm.cmqr@grupsgs.com
0943000751;430115;VILLABLANCA SERVEIS ASSISTENCIALS, SA;Partida;Bellisens;S/N;977390011;431233;Reus;43;Tarragona;09;Cataluña;43205;350;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;rodriguezm@peremata.com
0943000752;430120;INSTITUT PERE MATA, S.A;Carretera;De L'Institut Pere Mata;S/N;977338565;431233;Reus;43;Tarragona;09;Cataluña;43206;727;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;ipm@peremata.com
0943000757;430056;HOSPITAL VIAMED MONEGAL;Calle;Lopez Pelaez;15-17;977225012;431482;Tarragona;43;Tarragona;09;Cataluña;43002;53;C11;Hospitales Generales;20;Privados;N;;;N;jniubo@viamedmonegal.com
0943000761;430081;HOSPITAL COMARCAL MORA D'EBRE;Calle;Benet Messeguer;S/N;977401863;430939;Móra d'Ebre;43;Tarragona;09;Cataluña;43740;120;C11;Hospitales Generales;20;Privados;N;;;N;dtorras@grupsgs.com
1328000029;280416;FUNDACION INSTITUTO SAN JOSE;Calle;Del Pinar De San Jose;98;915080140;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28054;259;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;paloma@ohsjd.es
0943000763;430234;RESIDENCIA ALT CAMP;Camino;Del Bosc;S/N;977600292;431613;Valls;43;Tarragona;09;Cataluña;43800;50;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;residenciaaltcamp@piushospital.cat
0943000765;430249;CENTRE SOCIOSANITARI CIUTAT DE REUS;Camino;De Tarragona;10;977300021;431233;Reus;43;Tarragona;09;Cataluña;43204;85;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;info@stsgrup.org
0943000769;430265;CENTRE SOCIOSANITARI LLEVANT;Calle;Joan Fuster Ortells;S/N;977239412;431482;Tarragona;43;Tarragona;09;Cataluña;43007;60;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;jmadsera@sv.ftecla.es
0943000770;430276;RESIDENCIA VILA-SECA;Calle;Requet De Felix;35;977395825;431711;Vila-seca;43;Tarragona;09;Cataluña;43480;35;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;mutuam@mutuam.com
0943000771;430298;HOSPITAL DEL VENDRELL;Carretera;N-340;1193;977257900;431634;Vendrell, El;43;Tarragona;09;Cataluña;43700;120;C11;Hospitales Generales;20;Privados;N;;;N;marenas@xarxatecla.cat
0943000772;430287;UNITAT POLIVALENT EN SALUT MENTAL D'AMPOSTA;Calle;America;15;977338565;430141;Amposta;43;Tarragona;09;Cataluña;43870;127;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;fpmte@peremata.com
0943000775;430300;CENTRE SOCIOSANITARI I RESIDENCIA ASSISTIDA SALOU;Avenida;Pau Casals;3;977774705;439057;Salou;43;Tarragona;09;Cataluña;43840;30;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;salouassistencial@stsgrup.org
0943000777;430322;RESIDENCIA SANTA TECLA PONENT;Calle;Menorca;26;977540678;431482;Tarragona;43;Tarragona;09;Cataluña;43006;70;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;megarcia@xarxatecla.cat
0943001754;430333;UNITAT DE REFERENCIA DE PSIQUIATRIA I TRASTORNS DE LA CONDUCTA ALIMENTARIA (URPI);Avenida;Josep Laporte;2;977338565;431233;Reus;43;Tarragona;09;Cataluña;43204;20;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;imp@peremata.com
1328000037;280777;COMPLEJO ASISTENCIAL BENITO MENNI;Calle;De Los Jardines;1;918930150;280409;Ciempozuelos;28;Madrid;13;Madrid, Comunidad de;28350;318;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;sgdo-corazon.admon@mad.servicom.es
1328000004;280783;CENTRO SAN JUAN DE DIOS CIEMPOZUELOS;Avenida;De San Juan De Dios;1;918930001;280409;Ciempozuelos;28;Madrid;13;Madrid, Comunidad de;28350;339;C190;Otros Centros con Internamiento;20;Privados;N;;;N;jmlopez@betica.sanjuandedios-oh.es
1046000278;460180;CASA DE REPOSO SAN ONOFRE;Avenida;Joan Peset;31;639634017;461350;Godella;46;Valencia/València;10;Comunitat Valenciana;46110;76;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;info@clinicasanonofre.com
1046000349;460095;HOSPITAL NISA VALENCIA AL MAR;Calle;Rio Tajo;1;963352500;462508;València;46;Valencia/València;10;Comunitat Valenciana;46011;70;C11;Hospitales Generales;20;Privados;N;;;N;yherrero@hospitales.nisa.es
1046004933;460415;UNIDAD DE DESINTOXICACION HOSPITALARIA;Calle;Ctra. Alzira-Tavernes De V.;CV50;962588800;460832;Carcaixent;46;Valencia/València;10;Comunitat Valenciana;46740;16;C190;Otros Centros con Internamiento;20;Privados;N;;;N;azajrar@hotmail.com
1531000736;310057;CLINICA PSIQUIATRICA PADRE MENNI;Calle;Joaquin Beunza;45 -;948140611;312016;Pamplona/Iruña;31;Navarra;15;Navarra, Comunidad Foral de;31014;226;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;mzabalza.mennipamplona@hospitalarias.es
1531000734;310109;CENTRO HOSPITALARIO BENITO MENNI;Calle;Mendinueta;S/N -;948452162;310500;Baztan;31;Navarra;15;Navarra, Comunidad Foral de;31700;148;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;gerencia.mennielizondo@hospitalarias.es
1236000118;360031;HESTIA SANTA MARIA;Avenida;Santa Maria (De);9;610527859;360388;Pontevedra;36;Pontevedra;12;Galicia;36002;70;C190;Otros Centros con Internamiento;20;Privados;N;;;N;hestiasantamaria@hestiasantamaria.org
